tiempo,posX
0,243.70557
0.1,178.77237
0.2,191.2189
0.3,245.59729
0.4,214.59308
0.5,141.04314
0.6,268.2141
0.70000005,195.64435
0.8000001,231.42654
0.9000001,233.28241
1.0000001,209.34418
1.1000001,279.5201
1.2000002,222.42328
1.3000002,240.9784
1.4000002,236.97038
1.5000002,248.06873
1.6000003,305.0038
1.7000003,224.82596
1.8000003,162.23122
1.9000003,266.86505
2.0000002,184.32233
2.1000001,207.97626
2.2,285.60938
2.3,162.44292
2.3999999,189.5401
2.4999998,204.06653
2.5999997,178.98802
2.6999996,206.6062
2.7999995,285.4634
2.8999994,225.83148
2.9999993,242.6386
3.0999992,321.1513
3.199999,311.70984
3.299999,273.47107
3.399999,216.10857
3.4999988,257.1261
3.5999987,268.5382
3.6999986,265.98163
3.7999985,254.22076
3.8999984,230.28845
3.9999983,335.42255
4.0999985,263.3546
4.1999984,354.33585
4.2999983,356.31726
4.399998,287.14026
4.499998,349.19553
4.599998,281.75522
4.699998,259.24518
4.799998,242.78348
4.8999977,303.87067
4.9999976,254.04196
5.0999975,332.43884
5.1999974,292.46268
5.2999973,336.20898
5.399997,273.18375
5.499997,289.10663
5.599997,310.33044
5.699997,285.5952
5.799997,314.59735
5.8999968,270.7877
5.9999967,386.10635
6.0999966,325.31094
6.1999965,337.6741
6.2999964,272.74
6.3999963,259.5097
6.499996,320.84885
6.599996,240.11801
6.699996,385.0501
6.799996,300.61948
6.899996,257.31488
6.9999957,258.72205
7.0999956,319.93466
7.1999955,253.23863
7.2999954,378.36633
7.3999953,379.58698
7.499995,370.83316
7.599995,305.22678
7.699995,382.59943
7.799995,330.33096
7.899995,297.0938
7.9999948,380.7815
8.099995,379.93396
8.199995,425.7348
8.299995,283.15656
8.399996,275.07434
8.499996,377.27466
8.599997,335.4153
8.699997,283.94852
8.799997,310.45593
8.899998,400.96063
8.999998,422.47534
9.099998,298.27444
9.199999,430.50583
9.299999,302.20642
9.4,326.74554
9.5,332.32684
9.6,411.68585
9.700001,407.253
9.800001,424.18567
9.900002,295.39044
10.000002,439.8975
10.100002,391.3152
10.200003,454.95673
10.300003,321.45142
10.400003,382.85242
10.500004,435.60114
10.600004,420.34586
10.700005,419.03214
10.800005,463.2787
10.900005,410.72827
11.000006,331.9093
11.100006,439.55054
11.2000065,468.80475
11.300007,370.69586
11.400007,406.9886
11.500008,362.80658
11.600008,420.00043
11.700008,414.5936
11.800009,359.4627
11.900009,407.82214
12.00001,350.67242
12.10001,485.19855
12.20001,443.275
12.300011,432.12976
12.400011,369.0314
12.500011,496.3604
12.600012,427.0626
12.700012,490.3869
12.800013,430.62726
12.900013,427.98758
13.000013,503.66486
13.100014,444.21228
13.200014,506.37323
13.3000145,422.5518
13.400015,408.59766
13.500015,380.5194
13.600016,479.8205
13.700016,498.7784
13.800016,458.5893
13.900017,399.47925
14.000017,518.6558
14.100018,479.83118
14.200018,385.8387
14.300018,466.61755
14.400019,475.59302
14.500019,391.18738
14.600019,401.5224
14.70002,471.51447
14.80002,470.71243
14.900021,379.08536
15.000021,491.26294
15.100021,415.68057
15.200022,468.09955
15.300022,438.39368
15.4000225,530.5383
15.500023,542.24023
15.600023,537.3024
15.700024,451.74097
15.800024,545.12415
15.900024,480.91705
16.000025,442.6154
16.100025,527.82587
16.200026,425.92358
16.300026,474.5308
16.400026,510.0932
16.500027,492.44772
16.600027,539.64905
16.700027,492.37646
16.800028,572.0118
16.900028,476.03455
17.000029,496.34158
17.100029,536.29846
17.20003,572.80164
17.30003,578.5018
17.40003,509.4056
17.50003,492.80145
17.60003,560.9718
17.700031,439.9904
17.800032,583.6598
17.900032,444.61884
18.000032,563.33374
18.100033,587.834
18.200033,491.61218
18.300034,525.2005
