tiempo,posX
0,24.003004
0.1,48.00733
0.2,95.562035
0.3,79.10034
0.4,83.327484
0.5,71.77724
0.6,33.428886
0.70000005,97.9127
0.8000001,101.0593
0.9000001,50.60988
1.0000001,38.872
1.1000001,90.0845
1.2000002,80.93735
1.3000002,42.5174
1.4000002,45.5391
1.5000002,63.64037
1.6000003,96.993355
1.7000003,110.915146
1.8000003,112.13866
1.9000003,92.673676
2.0000002,118.560234
2.1000001,122.97449
2.2,124.47329
2.3,81.078575
2.3999999,111.3797
2.4999998,105.83319
2.5999997,104.09572
2.6999996,69.49253
2.7999995,125.53647
2.8999994,131.56105
2.9999993,103.935555
3.0999992,76.41281
3.199999,80.64604
3.299999,98.002716
3.399999,139.64209
3.4999988,127.18504
3.5999987,151.20467
3.6999986,131.43246
3.7999985,112.5823
3.8999984,84.83075
3.9999983,110.22753
4.0999985,145.09105
4.1999984,111.06607
4.2999983,108.15328
4.399998,101.615234
4.499998,100.381226
4.599998,154.37967
4.699998,135.46352
4.799998,121.76142
4.8999977,124.12549
4.9999976,166.87207
5.0999975,117.288246
5.1999974,105.25536
5.2999973,155.50822
5.399997,131.25006
5.499997,117.924644
5.599997,142.0538
5.699997,161.2546
5.799997,116.11539
5.8999968,127.512665
5.9999967,119.32353
6.0999966,190.57425
6.1999965,127.26548
6.2999964,126.01114
6.3999963,178.18309
6.499996,195.59158
6.599996,170.82222
6.699996,145.94202
6.799996,140.87859
6.899996,157.98096
6.9999957,153.68623
7.0999956,208.43504
7.1999955,169.45837
7.2999954,200.05707
7.3999953,156.81892
7.499995,149.46559
7.599995,189.52844
7.699995,195.56366
7.799995,160.33061
7.899995,193.48938
7.9999948,208.9403
8.099995,154.37033
8.199995,208.46512
8.299995,190.39636
8.399996,228.67023
8.499996,178.87991
8.599997,165.01367
8.699997,193.98993
8.799997,163.85612
8.899998,220.44453
8.999998,185.48195
9.099998,191.92441
9.199999,218.91501
9.299999,190.2912
9.4,245.72464
9.5,201.49435
9.6,227.918
9.700001,196.77097
9.800001,216.6821
9.900002,194.35919
10.000002,219.51817
10.100002,226.64818
10.200003,214.4191
10.300003,258.6105
10.400003,193.52068
10.500004,256.51434
10.600004,247.53079
10.700005,206.52286
10.800005,228.26523
10.900005,212.98402
11.000006,234.59163
11.100006,254.3092
11.2000065,236.99442
11.300007,233.69232
11.400007,231.26231
11.500008,279.26678
11.600008,224.67406
11.700008,254.42993
11.800009,216.52536
11.900009,246.739
12.00001,279.63736
12.10001,227.51537
12.20001,234.3926
12.300011,247.73663
12.400011,228.05296
12.500011,292.31165
12.600012,248.32123
12.700012,239.59201
12.800013,289.7531
12.900013,292.36893
13.000013,260.21558
13.100014,259.67682
13.200014,247.42453
13.3000145,236.13802
13.400015,245.76143
13.500015,255.70596
13.600016,288.36096
13.700016,299.88797
13.800016,275.1604
13.900017,252.06424
14.000017,286.25336
14.100018,315.01868
14.200018,323.8762
14.300018,310.64722
14.400019,273.8794
14.500019,294.1951
14.600019,319.576
14.70002,278.12006
14.80002,326.92215
14.900021,262.6025
15.000021,274.58853
15.100021,272.8799
15.200022,281.2611
15.300022,272.58224
15.4000225,292.35684
15.500023,297.8892
15.600023,299.7656
15.700024,275.8161
15.800024,341.31482
15.900024,286.96216
16.000025,322.19763
16.100025,323.56693
16.200026,307.39374
16.300026,328.14395
16.400026,346.63974
16.500027,297.03745
16.600027,330.63095
16.700027,326.2263
16.800028,314.92444
16.900028,304.1735
17.000029,321.1466
17.100029,330.02277
17.20003,312.75757
17.30003,372.94504
17.40003,370.5932
17.50003,376.34985
17.60003,316.994
17.700031,338.7238
17.800032,317.08704
17.900032,352.08353
18.000032,319.2127
18.100033,318.30185
18.200033,335.76645
18.300034,378.49857
18.400034,370.75192
18.500034,341.93082
18.600035,334.63452
18.700035,332.68472
18.800035,376.61948
18.900036,382.3342
19.000036,392.02594
19.100037,376.88177
19.200037,397.90598
19.300037,355.78244
19.400038,372.44672
19.500038,406.89014
19.600039,380.08002
19.700039,369.8109
19.80004,413.0821
19.90004,354.1679
20.00004,415.886
20.10004,373.9229
20.20004,418.7647
20.300041,406.5691
20.400042,400.27225
20.500042,405.00574
20.600042,422.18594
20.700043,372.0033
20.800043,367.2999
20.900043,382.9415
21.000044,376.08105
21.100044,431.22354
21.200045,430.53442
21.300045,389.28802
21.400045,369.4298
21.500046,407.19974
21.600046,392.7281
21.700047,408.8187
21.800047,438.93915
21.900047,414.5074
22.000048,447.1973
22.100048,410.99197
22.200048,437.64844
22.300049,422.2555
22.40005,403.43643
22.50005,437.17734
22.60005,426.65292
22.70005,453.1349
22.80005,424.90945
22.900051,463.11008
23.000051,423.92822
23.100052,449.83734
23.200052,429.91962
23.300053,468.82065
23.400053,443.7227
23.500053,454.43857
23.600054,410.30954
23.700054,441.59335
23.800055,418.87372
23.900055,481.38947
24.000055,437.01178
24.100056,481.52176
24.200056,485.899
24.300056,442.4435
24.400057,456.6423
24.500057,486.18744
24.600058,473.35602
24.700058,463.878
24.800058,443.2363
24.900059,497.12653
25.00006,474.29297
25.10006,433.01587
25.20006,467.6222
25.30006,463.57648
25.40006,446.9683
25.500061,473.14307
25.600061,479.5194
25.700062,468.00552
25.800062,476.25256
25.900063,511.21072
26.000063,454.72003
26.100063,447.04187
26.200064,500.0805
26.300064,458.80014
26.400064,515.24725
26.500065,484.1013
26.600065,487.41287
26.700066,522.8186
26.800066,508.29382
26.900066,479.34332
27.000067,489.49365
27.100067,518.7341
27.200068,485.7957
27.300068,528.3963
27.400068,476.59357
27.500069,539.7694
27.600069,500.8105
27.70007,499.17377
27.80007,544.5779
27.90007,497.83734
28.00007,546.0333
28.10007,546.6106
28.200071,521.98566
28.300072,514.8659
28.400072,504.1515
28.500072,507.87036
28.600073,500.79678
28.700073,486.54846
28.800074,543.6814
28.900074,494.03226
29.000074,499.99548
29.100075,542.3762
29.200075,567.0367
29.300076,510.9825
29.400076,558.24036
29.500076,523.1645
29.600077,516.25946
29.700077,563.5408
29.800077,538.6341
29.900078,512.2302
30.000078,540.08746
30.100079,566.8462
30.200079,573.51666
30.30008,583.4491
30.40008,555.4403
30.50008,578.3623
30.60008,571.6473
30.70008,565.2767
30.800081,541.28503
30.900082,536.4969
31.000082,529.882
31.100082,539.51874
31.200083,557.5966
31.300083,540.83563
31.400084,602.5938
31.500084,547.1495
31.600084,565.7199
31.700085,554.12976
31.800085,598.55975
31.900085,579.53937
32.000084,557.0907
32.100082,576.2743
32.20008,556.17084
32.30008,592.9188
32.400078,559.6288
32.500076,602.39435
32.600075,608.598
32.700073,559.96515
32.80007,556.9316
32.90007,615.20074
33.00007,613.533
33.100067,602.28876
33.200066,627.1824
33.300064,627.2419
33.400063,627.64
33.50006,577.3286
33.60006,572.8591
33.700058,613.29767
33.800056,635.8103
33.900055,603.79755
34.000053,615.8551
34.10005,616.7758
34.20005,628.1428
34.30005,618.3152
34.400047,650.2769
34.500046,648.2271
34.600044,600.7813
34.700043,643.82635
34.80004,601.0101
34.90004,631.9636
35.00004,653.3132
35.100037,659.62195
35.200035,664.0969
35.300034,659.83435
35.400032,657.50275
35.50003,667.80005
35.60003,642.91364
35.700027,614.4598
35.800026,659.3059
35.900024,663.5275
36.000023,608.4972
36.10002,652.0387
36.20002,650.3253
