tiempo,posX
0,357.19812
0.1,367.36386
0.2,349.4076
0.3,361.68143
0.4,371.7164
0.5,349.67612
0.6,347.20987
0.70000005,345.54645
0.8000001,363.9045
0.9000001,377.31778
1.0000001,373.9867
1.1000001,367.4006
1.2000002,368.5882
1.3000002,357.8583
1.4000002,350.325
1.5000002,368.67886
1.6000003,350.4316
1.7000003,351.04962
1.8000003,345.1545
1.9000003,371.20856
2.0000002,358.21988
2.1000001,345.08417
2.2,345.9189
2.3,376.01675
2.3999999,358.10626
2.4999998,354.56482
2.5999997,343.94745
2.6999996,355.2254
2.7999995,377.14093
2.8999994,376.58572
2.9999993,372.92828
3.0999992,378.1771
3.199999,373.47055
3.299999,357.83063
3.399999,377.52112
3.4999988,371.77576
3.5999987,371.08414
3.6999986,379.81012
3.7999985,370.56003
3.8999984,369.1901
3.9999983,347.81146
4.0999985,370.25244
4.1999984,351.19284
4.2999983,361.43176
4.399998,375.86957
4.499998,351.09174
4.599998,352.93066
4.699998,351.14423
4.799998,365.84152
4.8999977,366.90027
4.9999976,379.2111
5.0999975,348.69006
5.1999974,347.79755
5.2999973,348.0573
5.399997,368.62784
5.499997,359.34393
5.599997,368.7668
5.699997,357.07416
5.799997,351.08084
5.8999968,364.74915
5.9999967,353.41815
6.0999966,376.03534
6.1999965,352.54828
6.2999964,371.55344
6.3999963,352.44653
6.499996,380.228
6.599996,378.44037
6.699996,359.09024
6.799996,365.03125
6.899996,363.33524
6.9999957,382.4726
7.0999956,355.59125
7.1999955,365.55127
7.2999954,361.11795
7.3999953,372.373
7.499995,373.30475
7.599995,379.32053
7.699995,370.00824
7.799995,349.49063
7.899995,356.44986
7.9999948,351.16138
8.099995,378.69186
8.199995,375.3644
8.299995,360.04358
8.399996,383.5389
8.499996,374.22485
8.599997,380.45813
8.699997,375.58368
