tiempo,posX
0,514.9039
0.1,585.3626
0.2,552.1271
0.3,567.2458
0.4,531.80133
0.5,585.65955
0.6,535.25586
0.70000005,559.9571
0.8000001,552.68024
0.9000001,542.7213
1.0000001,514.07556
1.1000001,557.03937
1.2000002,537.708
1.3000002,559.5607
1.4000002,505.6311
1.5000002,511.20514
1.6000003,515.81976
1.7000003,577.8742
1.8000003,555.7569
1.9000003,513.0497
2.0000002,577.36
2.1000001,497.82898
2.2,497.76697
2.3,501.01364
2.3999999,526.88586
2.4999998,522.74036
2.5999997,562.07544
2.6999996,519.16284
2.7999995,567.71704
2.8999994,552.0705
2.9999993,538.55457
3.0999992,548.46954
3.199999,557.7674
3.299999,491.05756
3.399999,505.87012
3.4999988,505.36533
3.5999987,562.3401
3.6999986,482.9979
3.7999985,546.1693
3.8999984,541.77374
3.9999983,481.44342
4.0999985,546.4594
4.1999984,494.70224
4.2999983,498.3786
4.399998,553.0943
4.499998,514.1684
4.599998,482.344
4.699998,476.72836
4.799998,495.37585
4.8999977,483.16507
4.9999976,499.98856
5.0999975,525.2591
5.1999974,522.5653
5.2999973,486.6374
5.399997,495.1401
5.499997,551.13025
5.599997,532.89026
5.699997,495.52765
5.799997,483.89374
5.8999968,539.5948
5.9999967,465.35715
6.0999966,544.86597
6.1999965,520.1327
6.2999964,527.62195
6.3999963,530.2986
6.499996,490.85742
6.599996,523.643
6.699996,482.26065
6.799996,488.4204
6.899996,521.99554
6.9999957,469.71445
7.0999956,464.9105
7.1999955,462.9131
7.2999954,532.19135
7.3999953,461.05365
7.499995,459.4676
7.599995,518.6938
7.699995,514.07495
7.799995,461.72552
7.899995,525.6433
7.9999948,464.56134
8.099995,508.63165
8.199995,446.19116
8.299995,506.0757
8.399996,472.7253
8.499996,520.93884
8.599997,444.78683
8.699997,489.13214
8.799997,500.91956
8.899998,458.8615
8.999998,475.71634
9.099998,481.29282
9.199999,500.58453
9.299999,507.17444
9.4,488.25568
9.5,435.4165
9.6,436.40497
9.700001,464.15848
9.800001,464.27783
9.900002,469.67383
10.000002,484.96234
10.100002,493.6398
10.200003,480.98404
10.300003,465.1759
10.400003,504.36584
10.500004,437.23242
10.600004,463.6199
10.700005,478.6478
10.800005,425.09683
10.900005,434.3052
11.000006,430.1888
11.100006,415.68713
11.2000065,429.79364
11.300007,441.24194
11.400007,469.26413
11.500008,437.9562
11.600008,491.1447
11.700008,493.52686
11.800009,445.60574
11.900009,487.0688
12.00001,435.01886
12.10001,422.5787
12.20001,456.40903
12.300011,415.86597
12.400011,431.7059
12.500011,460.8483
12.600012,435.87225
12.700012,426.4045
12.800013,425.8408
12.900013,406.66183
13.000013,403.2069
13.100014,433.79916
13.200014,428.18063
13.3000145,457.43515
13.400015,417.30362
13.500015,434.54422
13.600016,402.5095
13.700016,442.87714
13.800016,462.69138
13.900017,407.71356
14.000017,428.6592
14.100018,424.4793
14.200018,433.61475
14.300018,435.3134
14.400019,396.49133
14.500019,426.96744
14.600019,417.55704
14.70002,424.52
14.80002,402.20737
14.900021,413.7161
15.000021,394.68842
15.100021,392.41434
15.200022,379.32816
15.300022,424.98447
15.4000225,393.6696
15.500023,420.51782
15.600023,394.48462
15.700024,421.4915
15.800024,388.963
