tiempo,posX
0,748.92926
0.1,738.8347
0.2,741.05396
0.3,826.72815
0.4,775.05115
0.5,710.6836
0.6,748.58453
0.70000005,734.40424
0.8000001,793.63983
0.9000001,743.4721
1.0000001,748.6835
1.1000001,703.5656
1.2000002,800.04346
1.3000002,772.4015
1.4000002,741.6805
1.5000002,790.7411
1.6000003,750.2913
1.7000003,681.69714
1.8000003,725.90784
1.9000003,764.75665
2.0000002,751.1246
2.1000001,728.67194
2.2,689.7217
2.3,679.4413
2.3999999,765.328
2.4999998,701.4866
2.5999997,698.013
2.6999996,751.24664
2.7999995,719.67474
2.8999994,732.9703
2.9999993,731.9823
3.0999992,703.74866
3.199999,725.68176
3.299999,712.8207
3.399999,630.3972
3.4999988,703.32227
3.5999987,724.22284
3.6999986,650.67633
3.7999985,706.4269
3.8999984,630.93915
3.9999983,625.57434
4.0999985,652.6002
4.1999984,639.1555
4.2999983,684.264
4.399998,659.95905
4.499998,659.4075
4.599998,592.9395
4.699998,691.39325
4.799998,700.0796
4.8999977,672.0275
4.9999976,677.45355
5.0999975,660.69867
5.1999974,678.95874
5.2999973,576.74097
5.399997,640.77563
5.499997,641.1196
5.599997,667.10986
5.699997,561.8492
5.799997,558.7711
5.8999968,568.07
5.9999967,619.2053
6.0999966,601.007
6.1999965,615.5331
6.2999964,543.7128
6.3999963,606.5623
6.499996,637.1417
6.599996,567.2253
6.699996,558.8039
6.799996,610.71985
6.899996,619.103
6.9999957,529.50275
7.0999956,559.73395
7.1999955,547.41846
7.2999954,549.35657
7.3999953,590.70465
7.499995,547.18115
7.599995,535.30774
7.699995,563.2782
7.799995,574.4372
7.899995,543.1152
7.9999948,542.8762
8.099995,552.9781
8.199995,594.65985
8.299995,588.2745
8.399996,593.27844
8.499996,491.28503
8.599997,556.82056
8.699997,563.2111
8.799997,483.44983
8.899998,512.71155
8.999998,556.7809
9.099998,565.1818
9.199999,491.8479
9.299999,535.434
9.4,520.84015
9.5,530.80804
9.6,540.4423
9.700001,481.05746
9.800001,460.45087
9.900002,517.59576
10.000002,469.2003
10.100002,523.1829
10.200003,451.96036
10.300003,449.398
10.400003,508.08057
10.500004,480.40985
10.600004,473.10492
10.700005,486.56128
10.800005,455.02463
10.900005,444.82248
11.000006,454.17432
11.100006,449.3285
11.2000065,444.93802
11.300007,470.3164
11.400007,476.98868
11.500008,400.26175
