tiempo,posX
0,740.78546
0.1,733.44434
0.2,780.192
0.3,720.636
0.4,713.5266
0.5,710.9002
0.6,706.673
0.70000005,755.3867
0.8000001,699.5051
0.9000001,703.1287
1.0000001,709.51544
1.1000001,708.121
1.2000002,724.9983
1.3000002,754.93396
1.4000002,735.586
1.5000002,718.1255
1.6000003,738.13135
1.7000003,693.8367
1.8000003,749.62244
1.9000003,729.4093
2.0000002,684.3481
2.1000001,749.0372
2.2,720.08105
2.3,712.1515
2.3999999,688.0749
2.4999998,668.81195
2.5999997,677.9363
2.6999996,694.48535
2.7999995,697.31836
2.8999994,724.1401
2.9999993,723.77
3.0999992,659.55096
3.199999,729.7179
3.299999,696.2028
3.399999,719.9208
3.4999988,682.0449
3.5999987,678.9448
3.6999986,724.3973
3.7999985,715.41406
3.8999984,700.6406
3.9999983,703.8584
4.0999985,685.8437
4.1999984,678.48663
4.2999983,666.20374
4.399998,671.7487
4.499998,708.42303
4.599998,642.7695
4.699998,637.5083
4.799998,703.9865
4.8999977,638.0689
4.9999976,642.49084
5.0999975,671.75934
5.1999974,680.3814
5.2999973,697.99
5.399997,632.47797
5.499997,657.7586
5.599997,677.82855
5.699997,654.2946
5.799997,617.27014
5.8999968,627.87866
5.9999967,614.5828
6.0999966,668.92773
6.1999965,636.5973
6.2999964,629.015
6.3999963,631.4636
6.499996,623.85815
6.599996,627.41785
6.699996,676.26526
6.799996,604.27185
6.899996,621.25464
6.9999957,605.34924
7.0999956,655.0237
7.1999955,618.1672
7.2999954,610.5152
7.3999953,662.2054
7.499995,633.61383
7.599995,627.44885
7.699995,609.2305
7.799995,594.21094
7.899995,608.5811
7.9999948,653.4267
8.099995,589.601
8.199995,614.79297
8.299995,605.33234
8.399996,626.1871
8.499996,595.00354
8.599997,597.28357
8.699997,648.2969
8.799997,602.0826
8.899998,598.97485
8.999998,616.15015
9.099998,635.03894
9.199999,639.3047
9.299999,618.16797
9.4,615.14526
9.5,562.4731
9.6,575.24384
9.700001,573.92395
9.800001,557.6474
9.900002,569.2528
10.000002,600.8223
10.100002,561.4425
10.200003,549.96356
10.300003,597.91394
10.400003,546.35675
10.500004,576.2253
10.600004,564.1391
10.700005,578.8681
10.800005,543.24146
10.900005,581.4421
11.000006,611.34265
11.100006,571.41974
11.2000065,561.36035
11.300007,585.0868
11.400007,549.3047
11.500008,598.2895
11.600008,549.23126
11.700008,601.48254
11.800009,571.5005
11.900009,526.92145
12.00001,592.1571
12.10001,543.15845
12.20001,560.0089
12.300011,566.2443
12.400011,564.5068
12.500011,528.16754
12.600012,572.0312
