tiempo,posX
0,486.9432
0.1,431.8465
0.2,469.1618
0.3,463.87927
0.4,503.02182
0.5,501.8453
0.6,479.2338
0.70000005,498.0875
0.8000001,497.49045
0.9000001,482.71484
1.0000001,449.01096
1.1000001,444.46967
1.2000002,471.0362
1.3000002,474.734
1.4000002,500.75845
1.5000002,462.52576
1.6000003,493.2935
1.7000003,487.0982
1.8000003,447.83212
1.9000003,430.94534
2.0000002,447.21527
2.1000001,484.12805
2.2,432.10455
2.3,446.44067
2.3999999,467.44006
2.4999998,478.10165
2.5999997,475.81842
2.6999996,472.1756
2.7999995,476.9499
2.8999994,484.34412
2.9999993,428.85135
3.0999992,461.00488
3.199999,484.5581
3.299999,450.25598
3.399999,466.93173
3.4999988,503.88788
3.5999987,436.02435
3.6999986,467.1592
3.7999985,473.0429
3.8999984,505.79193
3.9999983,444.12012
4.0999985,456.22064
4.1999984,463.14853
4.2999983,454.21405
4.399998,450.22858
4.499998,458.44144
4.599998,449.96658
4.699998,439.16418
4.799998,466.06287
4.8999977,457.58878
4.9999976,471.0216
5.0999975,486.26334
5.1999974,444.93546
5.2999973,459.47156
5.399997,509.22556
5.499997,436.30075
5.599997,433.3633
5.699997,456.4783
5.799997,510.8256
5.8999968,458.94885
5.9999967,460.19135
6.0999966,441.35843
6.1999965,455.5736
6.2999964,447.7181
6.3999963,488.57104
6.499996,503.3429
6.599996,475.38412
6.699996,455.89508
6.799996,443.0529
6.899996,512.7505
6.9999957,462.0236
7.0999956,461.79224
7.1999955,449.84903
7.2999954,458.46317
7.3999953,503.38397
7.499995,507.68915
7.599995,457.31635
7.699995,494.8566
7.799995,513.3139
7.899995,445.74277
7.9999948,465.01498
8.099995,473.66992
8.199995,443.26422
8.299995,456.64835
8.399996,450.7455
8.499996,460.64026
8.599997,453.76398
8.699997,462.91687
8.799997,459.49
8.899998,468.73285
8.999998,508.7622
9.099998,498.41296
9.199999,475.33627
9.299999,452.739
9.4,484.38132
9.5,441.6782
9.6,439.6993
9.700001,454.61847
9.800001,485.4603
9.900002,466.8388
10.000002,503.14615
10.100002,514.29614
10.200003,516.4717
10.300003,473.80856
10.400003,516.19714
10.500004,449.50363
10.600004,476.8243
10.700005,507.51157
10.800005,477.2626
10.900005,442.35376
11.000006,500.43097
11.100006,460.08908
11.2000065,464.88248
11.300007,506.44324
11.400007,515.9235
11.500008,508.6469
11.600008,439.86194
11.700008,440.82877
11.800009,519.5054
11.900009,470.10587
12.00001,491.8897
12.10001,454.91388
12.20001,519.48096
12.300011,497.53168
12.400011,446.8422
12.500011,487.0938
12.600012,510.0749
12.700012,520.86475
12.800013,497.97232
12.900013,505.2386
13.000013,511.6584
13.100014,446.5022
13.200014,453.33636
13.3000145,490.55103
13.400015,467.30173
13.500015,475.55978
13.600016,482.1749
13.700016,494.5681
13.800016,465.69943
13.900017,446.1324
14.000017,509.3357
14.100018,471.90796
14.200018,511.44553
14.300018,462.56982
14.400019,494.36472
14.500019,494.37827
14.600019,479.37137
14.70002,495.36325
14.80002,463.42142
