tiempo,posX
0,390.6183
0.1,409.1899
0.2,408.25406
0.3,392.98245
0.4,403.85675
0.5,408.37576
0.6,403.05914
0.70000005,401.18585
0.8000001,415.50836
0.9000001,404.69687
1.0000001,412.8239
1.1000001,421.79086
1.2000002,417.80716
1.3000002,414.32242
1.4000002,409.7615
1.5000002,406.90103
1.6000003,408.37918
1.7000003,413.62253
1.8000003,422.4666
1.9000003,407.68323
2.0000002,430.27216
2.1000001,417.45068
2.2,433.47052
2.3,412.30426
2.3999999,426.7419
2.4999998,436.6096
2.5999997,437.21686
2.6999996,419.5252
2.7999995,422.35928
2.8999994,438.41092
2.9999993,424.2638
3.0999992,419.16376
3.199999,417.59247
3.299999,432.71188
3.399999,421.72656
3.4999988,425.1434
3.5999987,435.65552
3.6999986,445.005
3.7999985,425.95117
3.8999984,430.82974
3.9999983,434.65393
4.0999985,447.69867
4.1999984,439.73395
4.2999983,433.88718
4.399998,426.0862
4.499998,446.15765
4.599998,443.03864
4.699998,429.27994
4.799998,432.56946
4.8999977,446.42545
4.9999976,432.3455
5.0999975,430.188
5.1999974,431.5516
5.2999973,433.855
5.399997,436.25433
5.499997,449.3128
5.599997,452.63193
5.699997,446.04523
5.799997,444.68774
5.8999968,446.46167
5.9999967,451.14075
6.0999966,464.28314
6.1999965,460.3431
6.2999964,459.38132
6.3999963,463.48428
6.499996,449.89423
6.599996,461.19977
6.699996,442.864
6.799996,451.1319
6.899996,443.9215
6.9999957,458.90076
7.0999956,451.79672
7.1999955,449.27673
7.2999954,454.00958
7.3999953,463.75388
7.499995,474.06537
7.599995,469.97598
7.699995,465.0254
7.799995,452.42743
7.899995,475.14548
7.9999948,461.31506
8.099995,476.44836
8.199995,456.2345
8.299995,473.5644
8.399996,476.8788
8.499996,465.65652
8.599997,459.9602
8.699997,484.43735
8.799997,470.3403
8.899998,474.64835
8.999998,475.51337
9.099998,465.79504
9.199999,477.26935
9.299999,484.7934
9.4,485.76022
9.5,477.20932
9.6,467.37698
9.700001,488.72586
9.800001,479.54346
9.900002,486.09988
10.000002,468.04865
10.100002,484.0327
10.200003,490.3579
10.300003,474.04074
10.400003,473.68478
10.500004,495.0607
10.600004,496.1905
10.700005,493.5886
10.800005,486.91507
10.900005,479.7702
11.000006,497.6854
11.100006,479.13797
11.2000065,485.91653
11.300007,490.19284
11.400007,478.98004
11.500008,496.87766
11.600008,503.41678
11.700008,482.91415
11.800009,506.98975
11.900009,495.49786
12.00001,488.37146
12.10001,503.5517
12.20001,500.0803
12.300011,504.80746
12.400011,497.4994
12.500011,495.37982
12.600012,505.15326
12.700012,495.8766
12.800013,500.40997
12.900013,491.88797
13.000013,512.79913
13.100014,515.7127
13.200014,493.12738
13.3000145,502.3248
13.400015,516.277
13.500015,514.8143
13.600016,496.8052
13.700016,521.2604
13.800016,512.1291
13.900017,522.4194
14.000017,510.83463
14.100018,508.50754
14.200018,512.84106
14.300018,506.65622
14.400019,521.4009
14.500019,513.9962
14.600019,525.8511
14.70002,506.23196
14.80002,525.73615
14.900021,509.5727
15.000021,522.8345
15.100021,506.68762
15.200022,532.3127
15.300022,507.80505
15.4000225,522.25525
15.500023,517.37555
15.600023,510.0139
15.700024,512.3793
15.800024,531.7219
15.900024,534.2529
16.000025,519.0382
16.100025,530.21204
16.200026,523.8441
16.300026,526.4599
16.400026,526.7557
16.500027,542.52466
16.600027,519.74536
16.700027,545.67834
16.800028,536.76984
16.900028,527.78705
17.000029,536.8766
17.100029,547.3124
17.20003,536.7084
17.30003,523.6765
17.40003,524.5367
17.50003,548.0892
17.60003,532.1188
17.700031,535.59955
17.800032,553.9339
17.900032,554.7978
18.000032,541.5907
18.100033,544.16614
18.200033,543.73706
18.300034,537.61676
18.400034,544.18475
18.500034,554.42566
18.600035,560.066
18.700035,535.17114
18.800035,558.2702
18.900036,550.28485
19.000036,556.9512
19.100037,537.3441
19.200037,543.2239
19.300037,559.91345
19.400038,558.6013
19.500038,564.1945
19.600039,541.4183
19.700039,543.9033
19.80004,565.77454
19.90004,565.5175
20.00004,554.07495
20.10004,568.3487
20.20004,558.40546
20.300041,560.07526
20.400042,563.1741
20.500042,566.76746
20.600042,561.9919
20.700043,573.8317
20.800043,576.8156
20.900043,568.48065
21.000044,552.7543
21.100044,570.2637
21.200045,555.062
21.300045,574.3081
21.400045,563.22906
21.500046,573.7907
21.600046,558.5765
21.700047,559.0962
21.800047,583.4958
21.900047,574.31793
22.000048,585.214
22.100048,560.5124
22.200048,564.11365
22.300049,563.95776
22.40005,576.6605
22.50005,578.54
22.60005,583.86334
22.70005,584.9216
22.80005,573.9691
22.900051,570.0035
23.000051,589.5151
23.100052,571.8269
23.200052,581.7883
23.300053,573.56256
23.400053,586.63635
23.500053,587.50726
23.600054,573.20886
23.700054,599.4618
23.800055,591.01
